[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
[ True False False ... False False False],8904,0
